Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type
100126,2010,09/29/2011,Tolland,112 REED ROAD,140600.0,212000.0,0.663207547,Single Family,Single Family
20016,2002,12/03/2002,Bethlehem,164 LAKE DR,56840.0,329000.0,0.172765957,,
18004,2018,10/05/2018,Deep River,28 HEMLOCK TERR,141540.0,236000.0,0.5997,Single Family,Single Family
60423,2006,04/04/2007,Middletown,44 RUSSELL ST,77530.0,181280.0,0.427680936,Single Family,Single Family
30717,2003,04/01/2004,Bristol,GRAHAM ST LT 129,21770.0,14000.0,1.555,,
170765,2017,07/10/2018,Hamden,51 HOMESTEAD AVE,116200.0,210000.0,0.5533,Single Family,Single Family
20158,2020,11/25/2020,East Hartford,23 HERITAGE LN,186900.0,305000.0,0.6127,Residential,Single Family
160031,2016,10/19/2016,Southbury,677 CHESTNUT TREE HILL RD,238650.0,430000.0,0.555,Single Family,Single Family
41036,2004,09/08/2005,Middletown,6 4 COUNTRYSIDE LN,68330.0,148000.0,0.461689189,,
51841,2005,08/25/2006,New Haven,463 WHALLEY AVE L,37520.0,123000.0,0.30504065,,
180087,2018,10/18/2018,Danbury,32 CROWS NEXT LN #12,186700.0,249000.0,0.7497,Condo,Condo
10079,2001,01/16/2002,Derby,51-53 BURTVILLE,143290.0,249000.0,0.575461847,,
10064,2001,06/19/2002,Barkhamsted,14 RUST RD,46270.0,114000.0,0.405877193,,
70108,2007,07/03/2008,Woodstock,236 JOY RD,172200.0,285000.0,0.604210526,Single Family,Single Family
210102,2021,04/14/2022,Essex,44 RIVER RD,431900.0,1350000.0,0.3199,Residential,Single Family
900408,2009,06/30/2010,Enfield,7 VINTNER PL,111930.0,145500.0,0.769278351,Condo,Condo
70477,2007,05/20/2008,Hamden,14 ROCKWOOD ROAD,146860.0,224000.0,0.655625,Single Family,Single Family
160409,2016,08/09/2017,Cheshire,36 BURNT HOLLOW CT,185520.0,295000.0,0.628881356,Single Family,Single Family
51799,2005,08/25/2006,Norwalk,22 HILLTOP RD,1156260.0,1875000.0,0.616672,,
212180,2021,08/29/2022,Waterbury,157 LOUNSBURY ST,116640.0,325000.0,0.3588,Apartments,
200001,2020,10/01/2020,Torrington,106 CENTRAL AVE,106570.0,190000.0,0.5608,Residential,Three Family
900335,2009,09/14/2010,Guilford,2111 ALEXANDER DR,733800.0,884511.0,0.829610938,Single Family,Single Family
40028,2004,04/12/2005,Eastford,PILFERSHIRE RD,970.0,45000.0,0.021555556,,
160714,2016,02/21/2017,Bridgeport,226 BEAR PAW RD,121490.0,180050.0,0.674757012,Single Family,Single Family
40669,2004,08/18/2005,Windsor,90 LONG HL RD,0.0,262000.0,0.0,,
14445,2014,06/19/2015,East Hartford,111 GRANDE RD.,108530.0,182000.0,0.596318681,Single Family,Single Family
20136,2002,11/04/2002,Norwalk,46 HUNT ST,246190.0,590000.0,0.417271186,,
130029,2013,12/10/2013,Windsor Locks,214 ELM ST,196100.0,315000.0,0.622539683,Single Family,Single Family
210042,2021,10/08/2021,Bristol,376 EAST RD,91420.0,185000.0,0.4941,Residential,Single Family
12206,2012,09/23/2013,Canton,233 EAST HILL ROAD,100110.0,65000.0,1.540153846,Single Family,Single Family
10477,2001,01/18/2002,Bristol,58 ROBERTSON ST,44000.0,35000.0,1.257142857,,
110172,2011,08/28/2012,Ellington,1 ABBOTT RD #24,86360.0,89900.0,0.960622914,Condo,Condo
170196,2017,12/05/2017,Fairfield,56 FAIRFIELD BEACH ROAD,869890.0,1100000.0,0.790809091,Single Family,Single Family
90129,2009,12/22/2009,Vernon,17 VALERIE DR,167210.0,237000.0,0.705527426,Single Family,Single Family
100233,2010,06/14/2011,Naugatuck,0 HIGH RIDGE RD,45540.0,32500.0,1.401230769,,
200051,2020,11/17/2020,Westbrook,1315 HORSE HILL RD,169370.0,330000.0,0.5132,Residential,Single Family
170014,2017,10/23/2017,Tolland,121 CHARLES STREET,246500.0,362500.0,0.68,Single Family,Single Family
11016,2001,05/03/2002,Norwalk,166 ROWAYTON WOODS DR 59,148610.0,307000.0,0.484071661,,
10418,2001,02/25/2002,West Haven,225 BEACH ST 3B,52430.0,123000.0,0.426260163,,
40635,2004,01/24/2005,Danbury,56 DAVIS ST,136700.0,300000.0,0.455666667,,
20206,2002,07/09/2003,Woodstock,580 RT 198,86860.0,123750.0,0.70189899,,
51653,2005,07/26/2006,New Haven,314 FORBES AVE,41930.0,155000.0,0.270516129,,
140675,2014,07/30/2015,New Britain,21 LENOX PL,74550.0,145000.0,0.514137931,Single Family,Single Family
200930,2020,08/03/2021,Torrington,HIGHLAND AVE,1040.0,76500.0,0.0135,Vacant Land,
130066,2013,10/16/2013,Waterbury,161 HEWEY ST,99900.0,157000.0,0.636305732,Single Family,Single Family
90220,2009,01/14/2010,Manchester,136 CENTER STREET,49600.0,40000.0,1.24,,
170234,2017,05/25/2018,Griswold,146 STONE HILL RD,212450.0,166992.0,1.2722,Single Family,Single Family
10189,2001,05/30/2002,Oxford,13 DEERWOOD RD,62760.0,130000.0,0.482769231,,
40033,2004,11/01/2004,Canton,94 WASHBURN RD,43900.0,115000.0,0.38173913,,
150288,2015,02/01/2016,Manchester,24 GOLWAY STREET,139700.0,280000.0,0.498928571,,
120265,2012,05/21/2013,Trumbull,"115 TECHNOLOGY DRIVE, P 21",8100.0,12500.0,0.648,,
180023,2018,10/30/2018,Coventry,347 OAK TR,97500.0,53000.0,1.839622642,Single Family,Single Family
70183,2007,06/11/2008,Rocky Hill,23 WINDMILL CROSSING,34520.0,476279.0,0.072478526,Condo,Condo
20029,2002,10/22/2002,Windsor,34 HAYDEN AVE,85050.0,192500.0,0.441818182,,
210044,2021,10/13/2021,Hamden,209 TOWNE HOUSE RD U209,37100.0,90000.0,0.4122,Residential,Condo
2000427,2020,04/28/2021,Naugatuck,34 CITY HILL CT,99600.0,219000.0,0.4547,Residential,Single Family
800164,2008,05/18/2009,Guilford,1168 ROUTE 80,246240.0,305000.0,0.807344262,Single Family,Single Family
2020054,2020,11/16/2020,Ansonia,99 ROOT AVE,149300.0,310000.0,0.4816,Residential,Single Family
12185,2012,12/28/2012,Fairfield,120 FENCEROW DRIVE,1457960.0,1720000.0,0.847651163,Single Family,Single Family
50334,2005,03/27/2006,Groton,89 EDGECOMB ST,121870.0,285000.0,0.427614035,,
100126,2010,01/31/2011,Torrington,41 EVERGREEN RD & G11 & G12,111990.0,49000.0,2.285510204,Condo,Condo
10042,2001,11/30/2001,Burlington,5 BIGWOOD LN,124950.0,215000.0,0.581162791,,
20197,2020,01/15/2021,Waterford,56 QUARRY ROAD,185860.0,287000.0,0.6475,Residential,Single Family
200513,2020,05/12/2021,Enfield,36 BRAINARD RD,95120.0,100000.0,0.9512,Residential,Single Family
1400007,2014,10/02/2014,East Haven,113 EDDON DR,216960.0,345000.0,0.628869565,Single Family,Single Family
30169,2003,01/26/2004,Trumbull,97 CEIL RD,198660.0,430000.0,0.462,,
11807,2001,09/05/2002,Norwalk,666 MAIN AVE AR1,101220.0,108100.0,0.936355227,,
20803,2002,06/10/2003,Hamden,132 PARK AVE,91210.0,180000.0,0.506722222,,
140076,2014,11/18/2014,Trumbull,163 DEERFIELD DRIVE,282600.0,473000.0,0.597463002,Single Family,Single Family
50022,2005,10/21/2005,Suffield,358 HALLADAY DR,0.0,310000.0,0.0,,
12248,2012,03/08/2013,Hartford,285 MURPHY RD,373450.0,500000.0,0.7469,,
20000184,2020,06/18/2021,Granby,50 EDGERTON RD,47880.0,62500.0,0.766,Vacant Land,
40188,2004,12/01/2004,Westport,106 HARVEST CMNS,372200.0,723500.0,0.514443677,,
10053,2001,10/30/2001,Windsor,555 PALISADO AVE,90790.0,157000.0,0.578280255,,
150870,2015,07/28/2016,Stratford,146 BRIDGEVIEW PL,166470.0,205000.0,0.81204878,Single Family,Single Family
80151,2008,03/23/2009,Branford,2 SYCAMORE WAY,175800.0,325000.0,0.540923077,,
150012,2015,10/30/2015,Litchfield,31 HIGH BRIDGE RD,122920.0,155000.0,0.793032258,Single Family,Single Family
160020,2016,10/11/2016,Greenwich,17 MELROSE AVE,423990.0,589000.0,0.719847199,Single Family,Single Family
110015,2011,11/21/2011,Somers,13 COLONIAL DR,192100.0,277500.0,0.692252252,Single Family,Single Family
110744,2011,02/21/2012,Meriden,264 CURTIS ST,114590.0,137306.0,0.834559305,Single Family,Single Family
170001,2017,10/05/2017,Chester,44 CASTLEVIEW DR,160350.0,235000.0,0.682340426,Single Family,Single Family
20154,2002,07/11/2003,Thompson,58 BREEZY LN,21600.0,45000.0,0.48,,
20581,2002,03/17/2003,Milford,46 RANCH RD,138670.0,300000.0,0.462233333,,
100162,2010,05/02/2011,Avon,51 SOMERSET DRIVE,306490.0,410000.0,0.747536585,Single Family,Single Family
70100,2007,02/11/2008,Clinton,103 GLENWOOD RD.,167000.0,200000.0,0.835,Single Family,Single Family
160388,2016,07/31/2017,Cheshire,185 CHIPMAN ST,230150.0,278000.0,0.827877698,Single Family,Single Family
90220,2009,03/15/2010,Glastonbury,13 SOUTHGATE DR,135100.0,195000.0,0.692820513,Condo,Condo
20049,2002,12/09/2002,North Branford,36 SUNNYSIDE DR NORTHFOR,143290.0,285000.0,0.50277193,,
39395,2003,11/20/2003,New Haven,31 BEACON AVE,63840.0,155000.0,0.411870968,,
200634,2020,12/09/2020,Waterbury,24 BLUERIDGE DR #K12,46670.0,50000.0,0.9334,Residential,Condo
50367,2005,06/19/2006,Cheshire,749 GREEN LOOP,98180.0,198000.0,0.495858586,,
10025,2001,10/24/2001,Tolland,4 BARBARA RD,220870.0,398009.0,0.5549372,,
80070,2008,12/22/2008,Stonington,257 RIVER RD A-12,21000.0,50000.0,0.42,Condo,Condo
908121,2009,07/02/2010,West Haven,203 WEST WALK,152040.0,200000.0,0.7602,Condo,Condo
110179,2011,09/17/2012,Ledyard,97 WHALEHEAD RD,123760.0,105000.0,1.178666667,Single Family,Single Family
60308,2006,03/02/2007,Southington,105 VILLAGE GATE DR,313740.0,455000.0,0.689538462,Single Family,Single Family
130150,2013,12/27/2013,Wallingford,169 WASHINGTON ST,148900.0,209000.0,0.712440191,Two Family,Two Family
10314,2001,06/03/2002,Rocky Hill,33 STEVENS PL,67900.0,150000.0,0.452666667,,
10013,2001,10/04/2001,Westport,165 IMPERIAL AVE,363600.0,725000.0,0.501517241,,
30232,2003,07/29/2004,Granby,9 OLD ORCHARD RD,240590.0,682648.0,0.352436395,,
41083,2004,06/14/2005,New Britain,27 HILLSIDE PL 27,45080.0,95000.0,0.474526316,,
150220,2015,02/12/2016,Glastonbury,229 OLD MAIDS LN,428500.0,740000.0,0.579054054,Single Family,Single Family
211205,2021,09/16/2022,New Britain,126 SMITH ST,180950.0,500000.0,0.3619,Apartments,
18252,2018,08/01/2019,Plainfield,60 GLEBAS RD,172940.0,235000.0,0.7359,Single Family,Single Family
2100031,2021,04/05/2022,Canaan,0 ASPEN HILL DR,82100.0,100355.0,0.818,Vacant Land,
20025,2002,11/01/2002,Bethany,310 MILLER RD,239010.0,0.0,0.0,,
100119,2010,03/08/2011,New London,49 CRYSTAL AVE,201230.0,275000.0,0.731745455,,
210423,2021,03/02/2022,Torrington,36 DOMAN DR,60810.0,130000.0,0.4677,Residential,Single Family
2102291,2021,09/01/2022,Stamford,1 BROAD STREET #11G,536170.0,590000.0,0.9087,Residential,Condo
120160,2012,12/28/2012,Southington,45 OLDE TOWNE VLG,157630.0,253000.0,0.623043478,Condo,Condo
14000,2014,10/01/2014,Newtown,55 TODDY HILL ROAD,172800.0,320000.0,0.54,Single Family,Single Family
50388,2005,02/15/2006,Torrington,24 EVERGREEN RD,77900.0,134000.0,0.581343284,,
60865,2006,09/11/2007,Middletown,175 RIDGE RD,133330.0,290000.0,0.459758621,Two Family,Two Family
40120,2004,01/04/2005,Rocky Hill,9 CRONIN DR,197500.0,291000.0,0.678694158,,
200127,2020,11/03/2020,Meriden,85 MILLBROOK RD,107870.0,240000.0,0.4494,Residential,Single Family
140068,2014,12/19/2014,New London,16 PACIFIC ST,98420.0,65000.0,1.514153846,Single Family,Single Family
70253,2007,02/27/2008,Southington,10 YORKTOWN RD,260820.0,33630.0,7.755575379,Single Family,Single Family
50142,2005,04/03/2006,Plymouth,15 ADAMS DR,93120.0,255000.0,0.365176471,,
20872,2002,06/30/2003,Manchester,892 TOLLAND TPKE,92600.0,168900.0,0.548253404,,
151742,2015,11/13/2015,Norwalk,168 HIGHLAND AVE,526980.0,695000.0,0.758244604,Single Family,Single Family
20581,2002,04/04/2003,Manchester,107 COUGAR DR,37400.0,302000.0,0.12384106,,
180342,2018,08/12/2019,Bethel,66 REDWOOD DRIVE,241500.0,405000.0,0.5962,Single Family,Single Family
61062,2006,09/17/2007,Hamden,1690 DIXWELL AVE UT F2,94430.0,130000.0,0.726384615,Condo,Condo
100246,2010,07/20/2011,Cheshire,480 OAK AVE #62,80500.0,105000.0,0.766666667,Condo,Condo
50712,2005,02/17/2006,Hartford,147 ANDOVER ST,52150.0,175000.0,0.298,,
60034,2006,10/18/2006,Windsor,426 POND BRG,176960.0,320000.0,0.553,Single Family,Single Family
20571,2002,03/05/2003,Meriden,1503 PADDOCK VLG,0.0,145000.0,0.0,,
10167,2010,12/30/2010,Hartford,317-319 HILLSIDE AV,69228.0,108000.0,0.641,Three Family,Three Family
80043,2008,12/24/2008,Mansfield,240 BAXTER RD,152460.0,399000.0,0.382105263,Single Family,Single Family
50015,2005,10/07/2005,Norwich,51 FLYERS DR,102000.0,197000.0,0.517766497,,
160711,2016,08/21/2017,Southington,24 CARTER HTS,99130.0,135000.0,0.734296296,Condo,Condo
40032,2004,11/24/2004,Litchfield,170 EAST ST,191250.0,145000.0,1.318965517,,
21322,2021,06/07/2022,Waterford,3 EIGHTH AVENUE,162270.0,385000.0,0.4214,Residential,Single Family
70172,2007,12/14/2007,East Hartford,76 ENSIGN ST,159900.0,245000.0,0.652653061,Two Family,Two Family
50787,2005,04/26/2006,New Britain,192 FRANCIS ST,71820.0,160000.0,0.448875,,
10169,2001,04/01/2002,Plainfield,263 SQUAW ROCK RD,64900.0,154500.0,0.420064725,,
40319,2004,07/21/2005,Seymour,25 BALANCE ROCK RD UT 9,51730.0,135000.0,0.383185185,,
800133,2008,08/19/2009,Stafford,92 FURNACE AVE UNIT-69,59710.0,210900.0,0.283119962,Condo,Condo
30665,2003,08/30/2004,Southbury,158 OAK HL DR,197720.0,354900.0,0.55711468,,
140043,2014,11/26/2014,Suffield,510 SOUTH ST,197210.0,289000.0,0.682387543,Single Family,Single Family
150131,2015,01/07/2016,Cheshire,1021 SOUTH MAIN ST,3453120.0,12300000.0,0.280741463,,
130054,2013,02/04/2014,Clinton,342 EAST MAIN ST,178400.0,150000.0,1.189333333,,
10605,2010,08/10/2011,Milford,16 OXFORD ROAD,434160.0,317983.0,1.36535601,,
10086,2001,11/26/2001,Rocky Hill,9 RED FOX LN,4210.0,197075.0,0.021362425,,
30968,2003,08/19/2004,New Milford,5 ASH LN,147770.0,414500.0,0.356501809,,
39955,2003,03/31/2004,Fairfield,3265 NORTH ST,665070.0,1805000.0,0.368459834,,
10640,2010,08/26/2011,Hartford,312 FAIRFIELD AV,46169.0,172000.0,0.268424419,Single Family,Single Family
100310,2010,04/28/2011,Bristol,482 BROAD ST LOT 43,14980.0,20000.0,0.749,Single Family,Single Family
800070,2008,09/16/2009,Marlborough,16 WILHENGER DR,66430.0,92500.0,0.718162162,Single Family,Single Family
80215,2008,02/27/2009,Wallingford,219-225 QUINNIPIAC ST,135240.0,22500.0,6.010666667,,
130046,2013,12/17/2013,Tolland,87 FOX RIDGE LANE,155300.0,179800.0,0.863737486,Single Family,Single Family
1300330,2013,08/20/2014,East Haven,84 VEINCE PL,150850.0,212000.0,0.711556604,Single Family,Single Family
210353,2021,07/07/2022,Killingly,84 BOYS AV,147840.0,237550.0,0.6223,Residential,Four Family
21853,2002,08/25/2003,New Haven,420 POPLAR ST,62090.0,104500.0,0.594162679,,
200091,2020,12/28/2020,Coventry,129 MERROW RD,186400.0,315000.0,0.5917,Residential,Single Family
150447,2015,07/25/2016,Branford,59 LANPHIER COVE CAMP,96800.0,175000.0,0.553142857,Single Family,Single Family
60142,2006,11/29/2006,Middletown,113 CRANBERRY LN,213310.0,410000.0,0.520268293,Single Family,Single Family
140163,2014,06/25/2015,Clinton,38 HAMMOCK RD,335900.0,310000.0,1.083548387,Single Family,Single Family
140514,2014,06/24/2015,Bristol,130 BUCKBOARD LN,143780.0,215000.0,0.668744186,Single Family,Single Family
200006,2020,10/02/2020,Bristol,234 HULL ST,123130.0,215000.0,0.5726,Residential,Single Family
150226,2015,03/01/2016,Enfield,45 PROSPECT ST,123930.0,10000.0,12.393,Two Family,Two Family
180432,2018,05/16/2019,Middletown,100 BROOKVIEW LA,204600.0,307777.0,0.6647,Single Family,Single Family
60337,2006,07/23/2007,Southbury,6 INDEPENDENCE CIR,253300.0,458000.0,0.553056769,Condo,Condo
90200,2009,02/25/2010,Norwich,60 BROAD ST,231000.0,125000.0,1.848,,
52444,2005,08/03/2006,Waterbury,28 GLENROCK RD,149380.0,310000.0,0.481870968,,
10690,2001,03/26/2002,Hartford,78-80 SHARON ST,59360.0,51500.0,1.152621359,,
150016,2015,01/27/2016,North Canaan,14 GRACE WAY,517540.0,647500.0,0.799289575,,
180174,2018,12/04/2018,New Britain,5 WOODHAVEN DR,105140.0,196500.0,0.535,Single Family,Single Family
30908,2003,07/23/2004,Middletown,222 CARRIAGE XING,50860.0,93000.0,0.54688172,,
130406,2013,03/12/2014,Danbury,21 HAWTHORNE COVE RD,198800.0,270000.0,0.736296296,Single Family,Single Family
210003,2021,10/01/2021,Torrington,183 ALLEN RD,110050.0,215000.0,0.5118,Residential,Single Family
33353,2003,05/07/2004,New Haven,91 PLYMOUTH ST,67200.0,116000.0,0.579310345,,
11033,2011,11/10/2011,North Haven,49 RANDALL DRIVE,205660.0,210000.0,0.979333333,Single Family,Single Family
10614,2001,04/23/2002,New Britain,282 HIGH ST,50930.0,76750.0,0.663583062,,
50251,2005,12/05/2005,West Hartford,31 EVERETT AVE,143310.0,485000.0,0.295484536,,
181120,2018,01/31/2019,Waterbury,48 WINCHESTER ST,67920.0,43000.0,1.579534884,Single Family,Single Family
100115,2010,04/06/2011,Simsbury,78 FERNWOOD DRIVE,162100.0,190000.0,0.853157895,Single Family,Single Family
170055,2017,06/04/2018,Washington,20 COOK ST,204310.0,288250.0,0.7087,Single Family,Single Family
10173,2001,01/10/2002,Windsor,157 PORTMAN ST,66920.0,143000.0,0.467972028,,
140082,2014,06/11/2015,Somers,52 WHITE BIRCH CIRCLE,192500.0,295000.0,0.652542373,Single Family,Single Family
20292,2002,02/03/2003,Wallingford,26 CHIMNEY SWEEP RD,143900.0,240000.0,0.599583333,,
180368,2018,03/25/2019,Torrington,204 ROULIN ST,128190.0,220000.0,0.5826,Single Family,Single Family
160040,2016,02/06/2017,East Granby,2 MAIZE LANE,169400.0,270000.0,0.627407407,Single Family,Single Family
70409,2007,06/27/2008,Groton,82-3 BUDDINGTON RD,92470.0,134000.0,0.690074627,Condo,Condo
150480,2015,06/30/2016,Enfield,65 MEADOWS,158370.0,196000.0,0.808010204,Condo,Condo
900019,2009,03/30/2010,Roxbury,29 FOREST FARMS DRIVE,1127520.0,975000.0,1.156430769,Single Family,Single Family
90027,2009,11/02/2009,Plainville,43 BURNSIDE AVE,120750.0,173000.0,0.697976879,Single Family,Single Family
130113,2013,01/30/2014,Simsbury,20 OVERLOOK TERRACE,198940.0,310000.0,0.641741935,Single Family,Single Family
12031,2012,07/02/2013,Bethlehem,64 DOUBLE HILL RD,527520.0,3000000.0,0.17584,Single Family,Single Family
20252,2002,07/28/2003,Woodbury,14 CHURCH ST,140040.0,255000.0,0.549176471,,
140235,2014,05/27/2015,New Milford,231 WELLSVILLE AVE,183260.0,235000.0,0.779829787,Single Family,Single Family
110115,2011,12/30/2011,Middletown,465 HIGHLAND AVE,696080.0,1120000.0,0.6215,,
61050,2006,08/30/2007,Greenwich,3 GLEN ST,750330.0,1325000.0,0.566286792,Two Family,Two Family
30216,2003,04/08/2004,Seymour,22 ROBIN RD,125440.0,238000.0,0.527058824,,
210107,2021,02/23/2022,Coventry,32 JUNIPER DR,99100.0,215000.0,0.4609,Residential,Single Family
210409,2021,06/01/2022,South Windsor,148 OLD FARM ROAD,218400.0,440000.0,0.4963,Residential,Single Family
130250,2013,12/23/2013,Danbury,15 BRISTOL TE,104900.0,317080.0,0.330831336,Condo,Condo
18023,2018,11/09/2018,Durham,141 MIDDLEFIELD RD,172620.0,26666.0,6.473411835,Single Family,Single Family
180598,2018,06/03/2019,Meriden,524 SO COLONY ST,91770.0,164950.0,0.556350409,Single Family,Single Family
140176,2014,02/04/2015,Westport,303 BAYBERRY LN,807900.0,850000.0,0.950470588,Single Family,Single Family
210150,2021,11/09/2021,Hamden,264 ANNS FARM RD,164640.0,279500.0,0.589,Residential,Single Family
181006,2018,08/29/2019,Middletown,59 TALIAS TRAIL,264320.0,445000.0,0.5939,Single Family,Single Family
20362,2020,07/26/2021,Plainfield,925 NORWICH RD,94350.0,260000.0,0.3628,Residential,Single Family
21176,2021,01/27/2022,Southbury,669 B HERITAGE VILLAGE,61070.0,141000.0,0.4331,Residential,Condo
17076,2017,06/27/2018,Marlborough,127 CHAPMAN RD,235240.0,72000.0,3.2672,,
200102,2020,12/23/2020,New London,91 WEST ST,73640.0,179900.0,0.4093,Residential,Single Family
15007,2015,10/13/2015,Wilton,5 GAYLORD DR,320670.0,460000.0,0.697108696,Single Family,Single Family
90043,2009,06/01/2010,Bethany,126 FALLS RD.,309720.0,415000.0,0.746313253,Single Family,Single Family
1800233,2018,02/20/2019,New Milford,14 ASPETUCK AVE,241500.0,328835.0,0.7344,,
210545,2021,04/25/2022,Norwich,25 BOSWELL AVE,114000.0,260000.0,0.4384,Residential,Four Family
170039,2017,11/28/2017,Oxford,17 ROWLAND FARM RD,93900.0,329000.0,0.285410334,Condo,Condo
40144,2004,02/18/2005,Colchester,209 DEERFIELD TER,92900.0,205000.0,0.453170732,,
800466,2008,07/13/2009,East Hartford,31 HIGH ST UNIT 3106,74760.0,90000.0,0.830666667,Condo,Condo
11277,2001,04/24/2002,Stamford,39 PRINCE PL,218680.0,60000.0,3.644666667,,
150146,2015,12/17/2015,Norwich,252 OLD CANTERBURY TPKE #104,19300.0,16900.0,1.142011834,Single Family,Single Family
19071,2019,02/28/2020,Derby,171 MT PLEASANT ST,93310.0,168000.0,0.5554,Single Family,Single Family
40350,2004,01/24/2005,Hamden,280 CIRCULAR AVE,102900.0,485000.0,0.212164948,,
18046,2018,12/17/2018,Colchester,200 BULL HILL RD,164000.0,264900.0,0.6191,Single Family,Single Family
50523,2005,05/30/2006,Glastonbury,56 PAXTON WAY,114500.0,825000.0,0.138787879,,
210503,2021,01/03/2022,Norwalk,95 SOUNDVIEW AVE,284700.0,480000.0,0.5931,Residential,Two Family
180741,2018,06/20/2019,Fairfield,26 SOUTH STREET,468370.0,1536530.0,0.3048,Single Family,Single Family
210099,2021,12/28/2021,Windham,47 CARD ST,85860.0,137000.0,0.6267,Residential,Single Family
211314,2021,09/28/2022,West Hartford,111 WESTMONT,332588.0,730000.0,0.4556,Residential,Single Family
30682,2003,06/17/2004,Wallingford,171 S TURNPIKE RD,141100.0,225000.0,0.627111111,,
160039,2016,01/13/2017,Woodbridge,8 FAWN DR,323680.0,382000.0,0.847329843,Single Family,Single Family
50117,2005,12/27/2005,Plainville,365 WOODFORD AVE A5,47650.0,143000.0,0.333216783,,
120093,2012,11/14/2012,New Britain,251 LINWOOD ST,114030.0,212000.0,0.537877358,Three Family,Three Family
17565,2017,05/23/2018,Hartford,31 HANMER ST,54005.0,140000.0,0.3857,Single Family,Single Family
90206,2009,01/21/2010,Southington,33 NORTH RD,40880.0,8500.0,4.809411765,Single Family,Single Family
12088,2012,03/18/2013,Canton,11 LIVINGSTON ROAD,565620.0,700000.0,0.808028571,Single Family,Single Family
210759,2021,03/21/2022,Danbury,204 LONG RIDGE RD,393800.0,728000.0,0.5409,Residential,Single Family
110241,2011,07/12/2012,Waterford,4 CROSS RD,146590.0,130000.0,1.127615385,Single Family,Single Family
30648,2003,03/15/2004,Bristol,24 RENEE ST,94490.0,184000.0,0.513532609,,
140105,2014,04/23/2015,Winchester,183 REACHING HILL RD,102970.0,135000.0,0.762740741,Single Family,Single Family
41256,2004,08/18/2005,Fairfield,142 BRENTWOOD AVE,123620.0,425000.0,0.290870588,,
2121025,2021,10/27/2021,Ansonia,30 GREENFIELD DR,133000.0,345000.0,0.3855,Residential,Single Family
2102157,2021,08/12/2022,Stamford,28 CRESCENT STREET #6,185900.0,310000.0,0.599677419,Residential,Condo
50820,2005,03/08/2006,New Haven,778 GEORGE ST,83230.0,250000.0,0.33292,,
30653,2003,07/30/2004,Westport,156 NORTH AVE,440800.0,1150000.0,0.383304348,,
