Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Sale Year,Sale Month,Sale Amount_Log,Sale Amount_Scaled,Is_Undervalued,Property Type_Commercial,Property Type_Condo,Property Type_Four Family,Property Type_Industrial,Property Type_Residential,Property Type_Single Family,Property Type_Three Family,Property Type_Two Family,Property Type_Unspecified,Property Type_Vacant Land,Residential Type_Four Family,Residential Type_Non-Residential,Residential Type_Single Family,Residential Type_Three Family,Residential Type_Two Family
50564,2005,2006-09-22,Cheshire,224 REDWOOD LN,187710.0,372000.0,0.504596774,2006,9,12.826651821423713,0.5200678952130975,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20532,2002,2003-03-18,Hamden,709 SHEPARD AVE,75320.0,159000.0,0.473710692,2003,3,11.976665770490767,-0.406635451323928,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40324,2004,2005-05-18,Avon,35 TOWER LN,1003010.0,1300000.0,0.771546154,2005,5,14.077875591662238,1.884223523266089,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
120019,2012,2012-10-16,Shelton,42 WEYBOSSET STREET,131810.0,172500.0,0.764115942,2012,10,12.058158312538197,-0.31778762687990053,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12176,2012,2013-02-12,Glastonbury,134 KONGSCUT VALLEY TRL,271900.0,620000.0,0.438548387,2013,2,13.337476369923198,1.07699799785202,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
201344,2020,2021-03-30,Waterbury,174 WILLOW ST,394380.0,1995000.0,0.1976,2021,3,14.506155109559108,2.351158318316747,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201234,2020,2021-04-26,New London,15 SHERMOR PLACE,142450.0,190000.0,0.7497,2021,4,12.154784614286667,-0.21244011312303318,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
100353,2010,2011-04-28,Stratford,50 ROOSEVELT AVE,129570.0,160000.0,0.8098125,2011,4,11.982935344196433,-0.3998000039327339,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
120948,2012,2013-09-18,West Hartford,155 WEST RIDGE ROAD,190680.0,299900.0,0.635811937,2013,9,12.611207699176356,0.28517840631005215,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60252,2006,2007-07-12,Watertown,156 WESTGATE RD,335300.0,529900.0,0.632760898,2007,7,13.180445475627591,0.9057939468046918,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
100243,2010,2011-09-09,Guilford,11 EAST GATE RD,341220.0,446500.0,0.764210526,2011,9,13.009196918937839,0.7190889880587885,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
100200,2010,2011-06-30,North Haven,123 MILL ROAD,188160.0,120000.0,1.568,2011,6,11.695255355062795,-0.713445161249449,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10643,2001,2002-05-03,West Haven,157 BULL HL LN 111,21420.0,54000.0,0.396666667,2002,5,10.896757843893464,-1.5840127605528864,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
90061,2009,2010-06-24,New Hartford,2 CEDAR LANE,120400.0,236300.0,0.509521794,2010,6,12.372861695074635,0.025319977583652387,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
203050,2020,2021-09-17,Norwalk,333 STRAWBERRY HILL AVE,229380.0,359000.0,0.6389,2021,9,12.791080452981856,0.4812859573921304,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
70188,2007,2007-12-17,Stratford,35 MIDDLEBROOK RD,209230.0,357500.0,0.585258741,2007,12,12.786893438315085,0.47672103482729855,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15940,2015,2016-07-01,Milford,132 HARVEST LN,84500.0,130000.0,0.65,2016,7,11.775297421715825,-0.6261787279359988,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20975,2002,2003-08-08,West Haven,12 WINFRED ST,72730.0,127800.0,0.569092332,2003,8,11.758229645621093,-0.6447869923981893,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1500644,2015,2016-01-06,Suffield,54 BOYSENBERRY CT,96950.0,390000.0,0.248589744,2016,1,12.873904582205105,0.5715855542395795,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180086,2018,2019-04-16,Middlebury,97 WESTWOOD DR,208900.0,317000.0,0.6589,2019,4,12.666660207428574,0.3456358984239507,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20283,2002,2003-03-11,Trumbull,6326 MAIN ST,160610.0,340000.0,0.472382353,2003,3,12.73670383776449,0.4220014653231367,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
150573,2015,2016-06-01,Meriden,467 SO COLONY RD,100580.0,138200.0,0.727785818,2016,6,11.83646442617954,-0.5594909656227767,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
200259,2020,2020-10-21,Waterbury,309 FOREST RIDGE RD,213370.0,385000.0,0.5542,2020,10,12.861001210669144,0.5575175615109215,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
40577,2004,2005-03-21,Milford,59 MAGNOLIA RD,189560.0,497500.0,0.381025126,2005,3,13.117352845629016,0.83700675753573,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2100513,2021,2021-12-08,Stamford,16 PINNACLE ROCK ROAD,510500.0,1080000.0,0.4726,2021,12,13.8924725250259,1.6820865092274013,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
210245,2021,2021-11-03,Bridgeport,25 CARTRIGHT ST UNIT #3F,65010.0,130000.0,0.5,2021,11,11.775297421715825,-0.6261787279359988,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10845,2001,2002-05-31,West Hartford,244 WHITING LN,80220.0,197500.0,0.406177215,2002,5,12.193498926601634,-0.17023155835700907,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40248,2004,2004-11-05,Norwalk,18 PROSPECT ST,63070.0,140000.0,0.4505,2004,11,11.849404844423074,-0.5453825824573022,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
200160,2020,2021-07-14,Hebron,26 SETTLEMENT RD,213230.0,420000.0,0.5076,2021,7,12.948012371209098,0.6523820990759104,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
167675,2016,2017-08-16,Bridgeport,31 MENCEL CIR #255,35300.0,65000.0,0.543076923,2017,8,11.082157933374816,-1.3818789923786292,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160272,2016,2017-07-05,Salem,326 ROUND HILL RD,197400.0,232760.0,0.848083863,2017,7,12.357767455032214,0.008863374860123474,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10165,2001,2002-06-27,Weston,5 WHITE BIRCH,614040.0,765000.0,0.802666667,2002,6,13.54763241999736,1.3061221284009479,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30675,2003,2004-04-28,Greenwich,7 WYCKHAM HL LN,3712800.0,6350000.0,0.584692913,2004,4,15.663965528349177,3.6134693745635214,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
90012,2009,2009-10-16,Plainfield,232 DOW RD,205450.0,255000.0,0.805686275,2009,10,12.449022745701502,0.10835510552984189,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
80152,2008,2009-01-05,Middletown,208 MARKHAM ST,123260.0,150000.0,0.821733333,2009,1,11.918397239722838,-0.47016313204429705,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
202499,2020,2021-09-10,Waterbury,MIDLAND RD,16710.0,15000.0,1.114,2021,9,9.61587214452889,-2.980507518119455,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
70665,2007,2008-06-02,New Haven,91 OLIVE ST #2B,156660.0,230000.0,0.681130435,2008,6,12.345838935721968,-0.0041417782855111525,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80021,2008,2008-11-07,Plymouth,20 FALL MOUNTAIN TERR,78340.0,70000.0,1.119142857,2008,11,11.156264806643742,-1.3010834459289773,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
140973,2014,2015-09-16,Danbury,151 SHELTER ROCK RD #26,78300.0,142000.0,0.551408451,2015,9,11.863589378812122,-0.5299177928022565,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20842,2020,2021-06-04,Hartford,130 GREENFIELD ST,83754.0,285000.0,0.2938,2021,6,12.560247968016562,0.22961919642351916,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
210638,2021,2022-05-31,Norwich,33 PROSPECT ST,75900.0,210000.0,0.3614,2022,5,12.25486757159303,-0.10332395602218548,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30760,2003,2004-08-31,Westport,24 SURF RD,794400.0,4300000.0,0.184744186,2004,8,15.274125813221902,3.1884438482916955,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
210209,2021,2022-06-21,Mansfield,37 ADELINE PL,248900.0,475000.0,0.524,2022,6,13.07107218827772,0.7865489411982673,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20081,2002,2003-05-29,Deep River,121 FALLS LNDG RD,54810.0,115000.0,0.476608696,2003,5,11.652696102959753,-0.7598456890071836,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
140026,2014,2014-11-04,Windsor Locks,13 PEARL ST,98300.0,132900.0,0.739653875,2014,11,11.797359769127505,-0.6021250965188414,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
111004,2011,2012-07-30,Meriden,239 ANN ST EXT,128240.0,180000.0,0.712444444,2012,7,12.100717685412471,-0.27138696745046886,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40513,2004,2005-08-24,Simsbury,16 NORTHFIELD DR,133240.0,315000.0,0.422984127,2005,8,12.660331092405904,0.3387355356877763,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
150050,2015,2015-11-03,Vernon,18 BANCROFT RD,107700.0,143000.0,0.753146853,2015,11,11.870606902224585,-0.522266887915531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
212138,2021,2022-08-29,Bridgeport,375 GLENDALE AVE UNIT #D11,54000.0,120000.0,0.45,2022,8,11.695255355062795,-0.713445161249449,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15173,2015,2016-04-29,Montville,15 WALKER RD,143990.0,162000.0,0.88882716,2016,4,11.995357787034974,-0.38625634714212415,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40885,2004,2005-05-03,New Britain,23 GLEN ST,65660.0,190000.0,0.345578947,2005,5,12.154784614286667,-0.21244011312303318,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
18237,2018,2019-07-01,Monroe,240 PURDY HILL RD,170400.0,279000.0,0.610752688,2019,7,12.53897064502647,0.20642144347378033,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
41747,2004,2005-07-11,Norwalk,31 STUART AVE,109550.0,246000.0,0.445325203,2005,7,12.413090879946887,0.06918013294579518,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
143613,2014,2015-03-06,Killingworth,898 ROUTE 148,642530.0,1065000.0,0.603314554,2015,3,13.878486296092357,1.6668379235077635,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20280,2002,2003-09-22,Mansfield,60 INDEPENDENCE DR,107030.0,215000.0,0.497813953,2003,9,12.278397958261774,-0.07766978434807215,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30305,2003,2004-02-26,Naugatuck,168 EVENING STAR DR,121100.0,255000.0,0.474901961,2004,2,12.449022745701502,0.10835510552984189,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
160987,2016,2017-06-01,Norwalk,10 ANN ST,179240.0,266500.0,0.672570356,2017,6,12.493133274926212,0.15644692421932635,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11899,2001,2002-09-09,Danbury,16-18 THORPE ST,85500.0,210000.0,0.407142857,2002,9,12.25486757159303,-0.10332395602218548,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
16022,2016,2017-06-02,Colebrook,23 FRITZ RD.,154200.0,157500.0,0.979047619,2017,6,11.967187086434018,-0.4169696541340975,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
130286,2013,2014-05-01,Shelton,157 LONG HILL AVE,114170.0,164000.0,0.696158537,2014,5,12.00762780434872,-0.37287887336566017,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
90149,2009,2009-11-25,Middletown,11-2 WEST MEADOW LA,114020.0,169900.0,0.671100647,2009,11,12.042971193457888,-0.33434549163607064,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180522,2018,2019-05-01,Meriden,7951 HOLLOW BROOK II,80430.0,91000.0,0.8838,2019,5,11.418625774449596,-1.0150425319639573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
900078,2009,2010-08-11,Middlebury,206 STEINMANN AVENUE,143000.0,185000.0,0.772972973,2010,8,12.128116509451258,-0.2415152043785285,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
120507,2012,2013-09-24,Enfield,1A MAPLE HEGHTS,110030.0,149000.0,0.738456376,2013,9,11.91170829631447,-0.4774558002410596,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
160300,2016,2017-08-28,Berlin,108 LAMENTATION DRIVE,226500.0,372500.0,0.608053691,2017,8,12.827995001361906,0.5215323067082724,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21148,2002,2003-02-26,Bridgeport,65-69 GARFIELD AVE,101361.0,184700.0,0.548787223,2003,2,12.12649358035784,-0.2432846143828602,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2100244,2021,2022-06-17,Seymour,6-8 PEARL ST,150710.0,200000.0,0.7535,2022,6,12.206077645517674,-0.1565175204597429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
170000,2017,2017-10-02,Bridgeport,272 HORACE ST,87600.0,168500.0,0.519881306,2017,10,12.034696963475044,-0.34336652981275834,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40498,2004,2005-09-30,Waterford,17 SEABREEZE DR,157880.0,380000.0,0.415473684,2005,9,12.847929163278053,0.543265668729718,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20011,2002,2003-01-13,Scotland,463 HANOVER RD,66070.0,128500.0,0.514163424,2003,1,11.763691965388299,-0.6388316593635245,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20017,2002,2002-12-17,Bethlehem,12 SUNNYRIDGE RD,128260.0,289900.0,0.442428424,2002,12,12.57729476436913,0.24820458757237526,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
110782,2011,2012-03-23,Meriden,102 CROWN VLG,22960.0,17500.0,1.312,2012,3,9.770013301136157,-2.812454024170634,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70063,2007,2008-02-28,Orange,269 LAMBERT RD,3958200.0,8084299.0,0.489615735,2008,2,15.905434467158491,3.8767326050997464,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
18283,2018,2019-01-29,East Hartford,33 HOCKANUM DR.,82410.0,134000.0,0.615,2019,1,11.80560254159177,-0.5931383551258589,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30318,2003,2004-04-29,Vernon,35 DONNELL RD,94940.0,80708.0,1.176339396,2004,4,11.298605372203252,-1.1458956304263719,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
130039,2013,2013-11-21,East Windsor,221 ADAMS HILL WAY,93420.0,125800.0,0.742607313,2013,11,11.742456572342478,-0.6619836978928526,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210017,2021,2022-03-17,Bozrah,162 GAGER RD,248000.0,489000.0,0.5071,2022,3,13.100119813444692,0.8182183214447325,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
40800,2004,2005-06-15,West Haven,197 JONES HL RD,78050.0,238400.0,0.32739094,2005,6,12.381709408795407,0.034966260490580096,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30480,2003,2004-03-05,Fairfield,240 SUNNYRIDGE AVE 78,92610.0,229200.0,0.404057592,2004,3,12.342354626814949,-0.007940570890353923,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
200056,2020,2020-11-23,Westbrook,15 CHERRY ST,303850.0,300000.0,1.0128,2020,11,12.611541086966115,0.28554188472258024,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
100037,2010,2011-07-18,Bolton,8 VALERIE DR,236990.0,292500.0,0.810222222,2011,7,12.586223364451623,0.2579390574113278,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40430,2004,2005-04-12,Shelton,11 MT PLEASANT ST & LT27,127260.0,285000.0,0.446526316,2005,4,12.560247968016562,0.22961919642351916,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32316,2003,2004-07-16,Stamford,96 NORTHILL ST,149100.0,447000.0,0.333557047,2004,7,13.010316110729669,0.7203091948819086,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60471,2006,2007-01-10,Norwalk,16 PRIMROSE CT,318640.0,560000.0,0.569,2007,1,13.235693848424022,0.966028878783848,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
170016,2017,2017-10-31,Portland,93 EAST MAIN ST,116970.0,165000.0,0.7089,2017,10,12.013706813470412,-0.3662511903695482,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30100,2003,2003-10-08,Stamford,10 KNOX RD,142310.0,200000.0,0.71155,2003,10,12.206077645517674,-0.1565175204597429,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
80506,2008,2009-06-18,Hamden,89 ARCH ST,50750.0,119900.0,0.423269391,2009,6,11.694421681264394,-0.714354080046469,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
160410,2016,2017-05-09,West Haven,5 MIAMI ST,128380.0,195000.0,0.658358974,2017,5,12.180759965737863,-0.1841203011792044,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60259,2006,2007-06-08,Stonington,5 MITCHELL ST. U-13,307500.0,254900.0,1.206355434,2007,6,12.448630513463613,0.1079274715385869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1600139,2016,2016-12-28,New Milford,360 CHESTNUT LAND RD,69580.0,75000.0,0.927733333,2016,12,11.225256725762893,-1.2258645146752774,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60203,2006,2007-03-26,Guilford,107 SCENIC VW DR,320240.0,610000.0,0.524983607,2007,3,13.321215875492411,1.0592698779742673,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40078,2004,2004-12-21,Suffield,126 N STONE ST,28700.0,10000.0,2.87,2004,12,9.210440366976515,-3.422532401513547,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60363,2006,2007-01-02,Danbury,16 HAYESTOWN RD A302,113000.0,542188.0,0.208414793,2007,1,13.203369928124193,0.9307874944315172,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50569,2005,2006-05-02,Middletown,588 E MAIN ST,76780.0,190000.0,0.404105263,2006,5,12.154784614286667,-0.21244011312303318,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
210347,2021,2022-05-16,Newington,47 LITTLE BROOK DR,218250.0,438000.0,0.498287671,2022,5,12.989976472460999,0.6981337593788901,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18112,2018,2019-04-25,Mansfield,753 STORRS RD,147000.0,65000.0,2.261538462,2019,4,11.082157933374816,-1.3818789923786292,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
110084,2011,2012-03-12,Killingly,30 DEERWOOD DR,197820.0,220000.0,0.899181818,2012,3,12.301387370778713,-0.05260541359635967,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
140428,2014,2015-07-08,Middletown,147 PHEDON PKWY,395140.0,470000.0,0.840723404,2015,7,13.060490101343552,0.7750117455413794,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
170749,2017,2018-07-06,New Haven,300 LIVINGSTON ST,1069390.0,1170000.0,0.914,2018,7,13.972515161474428,1.769353563764452,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
100424,2010,2011-04-14,Norwalk,71 AIKEN ST N/16,249410.0,310000.0,0.804548387,2011,4,12.644330802262576,0.32129110538787814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21034,2002,2003-07-16,Meriden,196 ROBIN HL RD,87850.0,149900.0,0.586057372,2003,7,11.917730355182513,-0.4708902076646488,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20071,2002,2003-01-21,New Hartford,225 TOWN HILL RD,106890.0,195000.0,0.548153846,2003,1,12.180759965737863,-0.1841203011792044,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11441,2001,2002-07-11,Norwalk,21 MCALLISTER AVE,161280.0,336000.0,0.48,2002,7,12.724869415131389,0.40909890175001656,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
21224,2021,2022-08-23,Oxford,16 GREENBRIAR ROAD,195400.0,500000.0,0.3908,2022,8,13.122365377402328,0.8424717060061822,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
160219,2016,2017-03-02,Trumbull,36 LITTLE PLAIN RD,235060.0,385000.0,0.610545455,2017,3,12.861001210669144,0.5575175615109215,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50224,2005,2006-09-29,Old Lyme,11 LADY SLIPPER LN,331300.0,695000.0,0.476690647,2006,9,13.451668563394815,1.201496850183067,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
210500,2021,2022-03-21,Fairfield,197 FAIRFIELD AVENUE,180950.0,205263.0,0.8815,2022,3,12.232052234489121,-0.1281985398148913,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
70255,2007,2008-04-20,New Milford,17 FORDYCE CT RD #8,100520.0,129000.0,0.779224806,2008,4,11.767575435251747,-0.6345976786826855,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40127,2004,2004-11-01,Bristol,138 LOUISIANA AVE,85140.0,167500.0,0.508298507,2004,11,12.02874460037869,-0.34985613607763755,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
70340,2007,2008-02-14,Hartford,1 EASTVIEW ST,44272.0,135000.0,0.327940741,2008,2,11.813037464800539,-0.5850323771380432,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
14035,2014,2014-10-16,Milford,78 SANDPIPER CRESCENT,231330.0,460000.0,0.502891304,2014,10,13.038983942375959,0.7515645025371548,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32214,2003,2003-10-23,New Haven,354 POPLAR ST,56910.0,65000.0,0.875538462,2003,10,11.082157933374816,-1.3818789923786292,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
42164,2004,2005-08-26,Norwalk,33 SEAVIEW AVE,404530.0,850000.0,0.475917647,2005,8,13.652992804936394,1.4209920385697854,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15062,2015,2015-12-16,Plainfield,40 PARK RD,84530.0,120000.0,0.704416667,2015,12,11.695255355062795,-0.713445161249449,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
110289,2011,2012-07-20,Branford,31 PEDDLARS DR,121700.0,150000.0,0.811333333,2012,7,11.918397239722838,-0.47016313204429705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30277,2003,2004-03-04,Newington,11 HALL ST,92740.0,188000.0,0.493297872,2004,3,12.144202560946875,-0.22397727215341423,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2000802,2020,2021-09-29,Naugatuck,128 MORRIS ST,91990.0,195000.0,0.4717,2021,9,12.180759965737863,-0.1841203011792044,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
71115,2007,2008-09-26,Norwalk,135 FLAX HILL RD #36,69160.0,124800.0,0.554166667,2008,9,11.734475747705874,-0.670684848800857,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,2006,2006-10-16,East Hampton,15 N RIDGE UT 37,31180.0,319387.0,0.097624512,2006,10,12.674161943612678,0.35381471973403705,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
14023,2014,2014-10-28,Wilton,29 ROUTE 107,214480.0,185000.0,1.159351351,2014,10,12.128116509451258,-0.2415152043785285,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60260,2006,2007-02-01,Newington,143 WILLIAMSTOWN CT,87150.0,142000.0,0.613732394,2007,2,11.863589378812122,-0.5299177928022565,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60043,2006,2006-11-20,Clinton,6 UNCAS RD,196300.0,400000.0,0.49075,2006,11,12.899222326086994,0.5991884048467885,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10036,2001,2001-10-24,Cheshire,32 BENNETT AVE,129230.0,239900.0,0.538682784,2001,10,12.3879816172226,0.04180458040568647,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2100466,2021,2021-12-02,Stamford,320 STRAWBERRY HILL AVE #12,302990.0,530000.0,0.5716,2021,12,13.180634172318976,0.9059996747165736,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60202,2006,2007-05-31,Seymour,21 LAKEVIEW AVE,150150.0,216000.0,0.695138889,2007,5,12.283038316285214,-0.07261060095943625,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40332,2004,2005-02-18,Shelton,3 MARIE ALICIA DR,170380.0,397000.0,0.429168766,2005,2,12.891694078557842,0.5909806793539212,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30095,2003,2004-04-05,Haddam,BARTMAN BURR MCTIGH &,247520.0,3350000.0,0.073886567,2004,4,15.024471202308666,2.916256130437081,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
180206,2018,2019-03-07,Southbury,496 KETTLETOWN RD,173650.0,305000.0,0.5693,2019,3,12.628070334272698,0.30356301433751387,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
180083,2018,2019-05-08,Somers,18 HARNESS DR,210000.0,365000.0,0.5753,2019,5,12.807655372286902,0.4993568812287142,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
200211,2020,2021-04-06,Wolcott,608 WOLCOTT RD,249950.0,380000.0,0.6577,2021,4,12.847929163278053,0.543265668729718,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90497,2009,2010-06-02,Greenwich,"71 WESSKUM WOOD RD,RIV,CT 0687",1892240.0,3600000.0,0.525622222,2010,6,15.096444681204076,2.994725728474697,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60122,2006,2007-03-02,Monroe,16 GREENWOOD DR,245350.0,410000.0,0.598414634,2007,3,12.923914877701906,0.6261096351316396,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
90109,2009,2010-06-24,Voluntown,28 MOHUNGANUCK TRAIL,121800.0,87000.0,1.4,2010,6,11.373674891823535,-1.064050551935158,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10389,2001,2001-12-31,Hartford,5 GREENWOOD ST,2660000.0,6444498.0,0.412755191,2001,12,15.678737456655883,3.629574574621339,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32421,2003,2004-07-26,Stamford,241 HAMILTON AVE 84,101360.0,350000.0,0.2896,2004,7,12.765691290604371,0.4536052422613796,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60288,2006,2007-07-25,Ledyard,145 GALLUP HILL ROAD,135030.0,232500.0,0.580774194,2007,7,12.356649805075566,0.00764484903379337,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
