Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Sale Year,Sale Month,Sale Amount_Log,Sale Amount_Scaled,Is_Undervalued,Property Type_Commercial,Property Type_Condo,Property Type_Four Family,Property Type_Industrial,Property Type_Residential,Property Type_Single Family,Property Type_Three Family,Property Type_Two Family,Property Type_Unspecified,Property Type_Vacant Land,Residential Type_Four Family,Residential Type_Non-Residential,Residential Type_Single Family,Residential Type_Three Family,Residential Type_Two Family
210525,2021,2022-01-03,Southington,369 HITCHCOCK RD,174440.0,277000.0,0.629747292,2022,1,12.531776395271262,0.19857786143304282,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
100210,2010,2011-06-27,Avon,34 SOUTHGATE,679650.0,853500.0,0.796309315,2011,6,13.657101992862108,1.4254721099758147,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
200536,2020,2020-12-04,Norwalk,3 OLD KINGS HWY,650300.0,1850000.0,0.3515,2020,12,14.430696737594902,2.2688892907877505,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
51764,2005,2006-05-17,Waterbury,45-47 E FARM ST,70700.0,168000.0,0.420833333,2006,5,12.031725210748633,-0.3466065043907215,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
200096,2020,2020-12-31,Coventry,112 GARDNER TAVERN LN,235300.0,390000.0,0.6033,2020,12,12.873904582205105,0.5715855542395795,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
200233,2020,2020-11-27,West Hartford,140 KANE STREET #B10,52570.0,109000.0,0.4822,2020,11,11.599112335481124,-0.8182657731815123,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70017,2007,2008-03-20,Chaplin,82 NYBERG ROAD,141000.0,229900.0,0.613310135,2008,3,12.345404060459082,-0.004615904138518616,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
150482,2015,2016-04-08,New Haven,499 FERRRY STREET,84140.0,185000.0,0.454810811,2016,4,12.128116509451258,-0.2415152043785285,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9031,2009,2009-10-08,Meriden,5104 MEETINGHOUSE VLG,97520.0,70000.0,1.393142857,2009,10,11.156264806643742,-1.3010834459289773,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80092,2008,2009-04-01,Colchester,40 PARKSIDE DR,169200.0,242000.0,0.699173554,2009,4,12.39669713736169,0.05130673831856066,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
200053,2020,2020-11-04,New Fairfield,16 MISTY BROOK,414300.0,925000.0,0.4478,2020,11,13.737550097575058,1.5131812291763285,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
130237,2013,2013-11-21,Bridgeport,220 & 230 FIFTH STREET,205880.0,269000.0,0.76535316,2013,11,12.502470376049185,0.16662676522744277,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
800150,2008,2009-07-31,Newtown,65 SUGAR LANE,320920.0,400000.0,0.8023,2009,7,12.899222326086994,0.5991884048467885,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
51121,2005,2006-03-28,Stamford,80 LAWN AVE UT U10,94080.0,350000.0,0.2688,2006,3,12.765691290604371,0.4536052422613796,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41035,2004,2005-08-19,West Haven,21 WARD PL,69230.0,232000.0,0.298405172,2005,8,12.354496960983985,0.005297695428094758,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
900264,2009,2010-06-07,Westport,4 BARRY LN,558900.0,825000.0,0.677454545,2010,6,13.623139877437294,1.3884446717194965,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
110183,2011,2012-08-27,Windham,48 FAIRWAY DR,16520.0,14000.0,1.18,2012,8,9.546884034617925,-3.0557222963567967,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
180670,2018,2019-06-14,New Haven,5 IRA ST,123620.0,195100.0,0.6336,2019,6,12.181272652174695,-0.1835613411395492,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
51101,2005,2006-08-21,Milford,290 NORTH ST,139580.0,400000.0,0.34895,2006,8,12.899222326086994,0.5991884048467885,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
150207,2015,2016-02-09,Killingly,10 WILLIAMS ST,76440.0,139000.0,0.549928058,2016,2,11.842236406331555,-0.5531980231478435,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
41968,2004,2005-09-30,Hartford,203-205 PRESTON ST,74620.0,250000.0,0.29848,2005,9,12.429220196836383,0.08676523557476842,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10247,2010,2011-06-30,South Windsor,185 HILLSIDE DR,171680.0,225900.0,0.759982293,2011,6,12.32785212918379,-0.0237520222349825,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40679,2004,2005-07-15,Shelton,22 DARRIN DR,180460.0,340000.0,0.530764706,2005,7,12.73670383776449,0.4220014653231367,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
16045,2016,2016-11-15,Darien,17 BROOKSIDE DRIVE,420280.0,665000.0,0.632,2016,11,13.407543823396258,1.1533895380961718,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20411,2002,2003-05-23,Newington,450 CYPRESS RD,68950.0,140000.0,0.4925,2003,5,11.849404844423074,-0.5453825824573022,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
200564,2020,2021-02-03,Greenwich,28 TOMAC AVENUE,1772890.0,2370000.0,0.748,2021,2,14.678400935052153,2.5389505564790524,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
160046,2016,2017-04-13,Harwinton,7 HANNAH WAY,218450.0,356200.0,0.613279057,2017,4,12.783250457245323,0.47274924876679364,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
190525,2019,2020-03-09,Danbury,40 WARD DR SO,228600.0,265000.0,0.8626,2020,3,12.487488878546145,0.15029308086054638,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
130370,2013,2014-03-17,Fairfield,115 BEL AIR LANE,276780.0,420000.0,0.659,2014,3,12.948012371209098,0.6523820990759104,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
170055,2017,2017-11-17,Ellington,46 GRISWOLD RD,238330.0,325000.0,0.733323077,2017,11,12.691583538230217,0.37280873736099124,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40036,2004,2004-11-02,Lebanon,BEECH RD,3350.0,5500.0,0.609090909,2004,11,8.612685172875457,-4.074239259732376,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
160033,2016,2016-11-30,Essex,27 EBONY LANE,240800.0,361000.0,0.667036011,2016,11,12.796636007394284,0.48734294016286517,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60376,2006,2007-07-30,Wethersfield,68 SAXON RD,106900.0,220000.0,0.485909091,2007,7,12.301387370778713,-0.05260541359635967,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40120,2004,2005-09-29,Harwinton,109 NORTH RD,337710.0,640650.0,0.527136502,2005,9,13.3702401258512,1.112718916130945,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
210030,2021,2021-10-06,New Britain,54 HENRY ST,107940.0,230000.0,0.4693,2021,10,12.345838935721968,-0.0041417782855111525,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
60729,2006,2007-01-03,Bridgeport,390 CHARLES ST UT 102,57358.0,144000.0,0.398319444,2007,1,11.87757552297847,-0.5146692995006578,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2101016,2021,2022-03-03,Stamford,67 SHELTER ROCK ROAD,437970.0,758000.0,0.5777,2022,3,13.538439983884851,1.2961000094509494,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20376,2002,2003-07-01,Westport,35 RAYFIELD RD,347000.0,736500.0,0.471147318,2003,7,13.509665872657152,1.2647288297250352,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50478,2005,2006-09-12,Killingly,489 VALLEY RD,51480.0,138200.0,0.372503618,2006,9,11.83646442617954,-0.5594909656227767,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
100225,2010,2011-05-13,Torrington,405 FUNSTON AVE,106210.0,118000.0,0.900084746,2011,5,11.678448377988163,-0.731769087722286,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10250,2001,2002-03-14,Ridgefield,11 ORCHARD LN,185330.0,431500.0,0.429501738,2002,3,12.975025107000038,0.6818329266855032,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
170568,2017,2018-05-29,Manchester,761 LYDALL STREET,112000.0,177500.0,0.6309,2018,5,12.086731521684554,-0.2866354820792088,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50314,2005,2006-06-30,New Canaan,99 WOODLAND RD,925400.0,1950000.0,0.474564103,2006,6,14.48334044336031,2.3262844659831177,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40350,2004,2005-08-12,Seymour,221 GREAT HL RD,216860.0,440000.0,0.492863636,2005,8,12.994532278619134,0.703100759494109,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
800237,2008,2009-04-14,West Haven,14 FOURTH AVE,135660.0,153000.0,0.886666667,2009,4,11.938199736300925,-0.4485733190955322,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
170189,2017,2018-02-12,Westport,12 LONE PINE LANE,916300.0,1450000.0,0.631931034,2018,2,14.187074804051692,2.0032787424069705,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
140476,2014,2015-05-04,Fairfield,583 KNAPPS HIGHWAY,195790.0,150000.0,1.305266667,2015,5,11.918397239722838,-0.47016313204429705,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40708,2004,2005-07-20,Naugatuck,86 HILL ST,32380.0,285000.0,0.113614035,2005,7,12.560247968016562,0.22961919642351916,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
110160,2011,2012-01-18,Bristol,36 WILLIS ST #17C,103670.0,130000.0,0.797461538,2012,1,11.775297421715825,-0.6261787279359988,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70123,2007,2008-03-28,Rocky Hill,33 SUNSET RIDGE,168450.0,295000.0,0.571016949,2008,3,12.59473402514672,0.26721786585616064,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30276,2003,2004-06-25,Clinton,23 WOODLAND DR,97200.0,275000.0,0.353454545,2004,6,12.524530013005732,0.1906774415515844,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30739,2003,2004-09-09,Ridgefield,37 SHIELDS LN,283420.0,560000.0,0.506107143,2004,9,13.235693848424022,0.966028878783848,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
140316,2014,2015-08-10,Simsbury,4 COOLIDGE LANE,370930.0,534900.0,0.693456721,2015,8,13.189836962025913,0.9160330817466464,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
180114,2018,2018-11-05,Bristol,284 DIVINITY ST,104650.0,85189.0,1.2284,2018,11,11.352639335036885,-1.0869847175594785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
210285,2021,2021-11-24,Danbury,12 HOSPITAL AV,139500.0,280000.0,0.4982,2021,11,12.54254845357358,0.21032217472723622,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
110248,2011,2012-06-20,Branford,373 OLD ROCK RD,158100.0,185000.0,0.854594595,2012,6,12.128116509451258,-0.2415152043785285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100247,2010,2011-06-16,Branford,25 JEFFERSON WOODS,92700.0,100000.0,0.927,2011,6,11.51293546492023,-0.9122207201541292,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21060,2002,2003-09-04,Manchester,57 GOODWIN ST,70800.0,129500.0,0.546718147,2003,9,11.771443882099637,-0.6303800769515673,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
120073,2012,2012-11-15,Hamden,23 CONCORD ST,162400.0,252500.0,0.643168317,2012,11,12.439170488085749,0.09761361148597834,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15177,2015,2016-03-24,Ridgefield,100 GRANDVIEW DR,514140.0,720000.0,0.714083333,2016,3,13.487007879880162,1.2400257917055266,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
90108,2009,2010-07-14,Woodbury,76-42 WASHINGTON RD,110980.0,138000.0,0.804202899,2010,7,11.835016210489899,-0.5610698930941459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50114,2005,2006-01-17,Darien,45 BROOKSIDE RD,769300.0,1700000.0,0.452529412,2006,1,14.346139397261565,2.1767000481817504,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
210460,2021,2022-06-23,South Windsor,365 GRAHAM ROAD,153900.0,300001.0,0.5129,2022,6,12.611544420282783,0.285545518894821,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
70085,2007,2007-11-06,West Haven,155 BULL HILL LN #204,69020.0,116500.0,0.592446352,2007,11,11.665655135642039,-0.7457170113172668,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200821,2020,2021-01-29,Norwalk,28 SURREY DR,317850.0,575000.0,0.5527,2021,1,13.26212705890841,0.9948478747999749,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10180,2001,2001-11-27,Hamden,28 HUMISTON AVE,90860.0,172000.0,0.528255814,2001,11,12.055255569732177,-0.3209523629005946,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50909,2005,2006-04-04,Danbury,151 SHELTER ROCK RD 44,114100.0,262000.0,0.435496183,2006,4,12.476103599529843,0.13788019931492038,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
140275,2014,2015-09-03,Suffield,254 EAST ST S,163730.0,258000.0,0.634612403,2015,9,12.460718739865234,0.12110674647819815,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
170052,2017,2018-04-17,North Branford,19 FARMINGTON DRIVE,356400.0,558064.0,0.6386,2018,4,13.232230722034508,0.9622531805696,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12528,2012,2013-06-14,Milford,71 SUNSET AVENUE,192420.0,315000.0,0.610857143,2013,6,12.660331092405904,0.3387355356877763,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
140355,2014,2015-08-21,Stonington,411 WHEELER RD,435600.0,570000.0,0.764210526,2015,8,13.25339339419516,0.9853259346358763,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
160399,2016,2017-04-03,Fairfield,2-4 CAMPFIELD DRIVE,206150.0,410000.0,0.502804878,2017,4,12.923914877701906,0.6261096351316396,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
180115,2018,2019-03-21,Cromwell,2 ROBBIE ROAD,242060.0,410000.0,0.590390244,2019,3,12.923914877701906,0.6261096351316396,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
200122,2020,2020-12-09,Madison,116 YANKEE PEDDLER PATH,221500.0,345000.0,0.642,2020,12,12.75130259456002,0.43791786390738313,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
